id,title,release_date,description,baseline_score,developers,platforms,genres,release_year
1000575,Star Raiders,1980-03-01,"Star Raiders is a first-person space combat simulator for the Atari 8-bit family of computers. It was written by Doug Neubauer, an Atari employee, and released as a cartridge by Atari in 1979. The game is considered the platform's killer app. It was later ported to the Atari 2600, Atari 5200, and Atari ST. The game simulates 3D space combat between the player's ship and an invading fleet of alien ""Zylon"" vessels. Star Raiders was distinctive for its graphics, which, in addition to various map and long range scan views, provided forward and aft first-person views, with movement conveyed by a streaming 3D starfield as the player engaged enemy spacecraft. While there had already been target-shooting games using the first person perspective (including 1978's Cosmic Conflict), Star Raiders had considerably higher quality visuals and more complex gameplay. It inspired imitators throughout the 1980s as well as later-generation space combat simulation games including Elite, Wing Commander, and Star Wars: X-Wing. In 2007, Star Raiders was included in a list of the 10 most important video games of all time, as compiled by Stanford University's History of Science and Technology Collections.",2.9901960784313726,"Atari Corporation,Atari","Atari ST/STE,Atari 8-bit,Atari 5200","Shooter,Simulator",1980
1000583,Space Invaders,1980-03-10,"Space Invaders is a game in which the player controls a laser cannon by moving it horizontally across the bottom of the screen and firing at descending aliens. The aim is to defeat five rows of eleven aliens—some versions feature different numbers—that move horizontally back and forth across the screen as they advance towards the bottom of the screen. The player defeats an alien, and earns points, by shooting it with the laser cannon. As more aliens are defeated, the aliens' movement and the game's music both speed up.",3.2058823529411766,"Taito,Polyvox",Atari 2600,Shooter,1980
1000587,Ball,1980-04-28,"Ball (originally known as Toss-Up in North America) is a Game & Watch game released as a part of the Silver series on April 28, 1980. It was the first Game & Watch game. It is a single-screen single-player Game & Watch. In Game A, the player tosses two balls in the air. As the balls fall, the player must catch and toss them up again. One point is earned for each successful catch. A dropped ball will display a broken ball and end the game. The object is to continuously catch the balls that fall and throw them back up, as in juggling. In Game B, the player must juggle three balls, and each successful catch rewards ten points instead of one.",2.901639344262295,Nintendo,Game & Watch,Arcade,1980
1000591,Pac-Man,1980-05-22,"Pac-Man is a 1980 maze action video game developed and released by Namco for arcades. It is considered one of the classics of the medium, virtually synonymous with video games, and an icon of 1980s popular culture. Players control Pac-Man, who must eat all the dots inside an enclosed maze while avoiding four colored ghosts. Eating large flashing dots called Power Pellets causes the ghosts to temporarily turn blue, allowing Pac-Man to eat them for bonus points.",3.427451858486341,"Namco,Midway Manufacturing",Arcade,Arcade,1980
1000603,Flagman,1980-06-05,Game and Watch game from the original Silver collection from 1980 that was also re-released as a Nintendo DSi Virtual console game.,2.4130434782608696,Nintendo,Game & Watch,Arcade,1980
1000606,Missile Command,1980-07-01,"As a regional commander of three anti-missile batteries, the player must defend six cities in their zone from being destroyed. The player's six cities are being attacked by an endless hail of ballistic missiles, some of them even splitting like multiple independently targetable reentry vehicles (MIRVs). New weapons are introduced in later levels: smart bombs that can evade a less than perfectly targeted missile, and bomber planes and satellites that fly across the screen and launch missiles of their own.",3.226153846153846,"Atari Inc.,Atari","Atari ST/STE,Arcade,Atari 2600,Commodore C64/128","Arcade,Shooter",1980
1000607,Vermin,1980-07-10,Game and Watch game from the original 1980 Silver series.,3.088235294117647,Nintendo,Game & Watch,Arcade,1980
1000608,Fire,1980-07-31,"Fire is a silver type Game & Watch video game unit that was initially released on July 31, 1980. The game is one of the best selling in the Game & Watch series selling an astonishing (albeit estimated) 1,000,000 copies worldwide. A re-release for the game was made for the Wide Screen units, which sold 200,000 more units that the silver edition. This particular version of the game was released on December 4, 1981. In the game, you'll control two separate characters holding a stretcher of some sort. In the game, people are jumping out of a burning building, and your goal is to get them to safety by using the stretcher to bounce them into an ambulance, with most taking more than one bounce to get there.",3.0,Nintendo,Game & Watch,Arcade,1980
1000618,Judge,1980-10-04,Game and Watch game from the original 1980 silver series that was re-released as a Nintendo DSi Virtual console game,2.130434782608696,Nintendo,Game & Watch,Arcade,1980
1000621,King & Balloon,1980-10-31,"Released by Namco in the summer of 1980, King & Balloon is a shoot em up in the vein of Galaxian, but trades the outer space theme for pseudo-medieval setting. In the game, the player controls two green men who carry a cannon, as they defend the king below them from getting abducted by the balloons above, which keep invading the lower part of the screen while also shooting projectiles. Once all the balloons are shot down, the game moves on to the next level. One thing that makes King & Balloon unique is that you don't lose a life when hit. Rather, you respawn and keep on playing. The only way to lose a life is letting the king get abducted. Another interesting mechanic of note is that the balloons stop attacking and descending when one grabs ahold of the king, and they will keep still until the king is back on the ground. This creates a risk versus reward mechanic and entices you to let the balloon carry the king high enough so you can take out more balloons, then rescuing the king just in time. King & Balloon was also one of the first games to have speech, and it still holds up better than most contemporary or even later examples. The king says ""Help!"" when abducted, ""Thank You!"" when rescued, and ""Bye bye!"" when he leaves the screen. There are actually different voices for the game in Japan and the US version, with the Japan version having a slight Japanese accent.",2.736111111111111,"Namco,GamePlan","Arcade,MSX",Shooter,1980
1000624,Rally-X,1980-11-01,"Rally-X is a maze & driving arcade game, that was released by Namco in 1980 and licensed to Midway Games for US manufacture and distribution in 1981. It was ported to the SG-1000 in Taiwan.",2.6901840490797544,"Commodore,Namco Limited","Arcade,SG-1000,MSX,Commodore VIC-20",Racing,1980
1000625,Battlezone,1980-11-01,"Battlezone is an arcade game from Atari released in November 1980. It displays a wireframe view (using vector graphics rather than raster graphics) on a horizontal black and white (with green and red sectioned color overlay) vector monitor. Due to its novel gameplay and look, this game was very popular for many years. Throughout the 1980s, Battlezone was ported to several home computer systems (usually on the Atarisoft label), including the Apple II, the Commodore 64, the Sinclair ZX Spectrum, and the Atari XEGS. The Atari ST port contains large parts of the original 6502 code which is emulated in real time. An Atari 2600 port was also released, but has colored raster graphics due to limitations and the view is behind the tank rather than inside it.",2.9,"Atari,Atari Inc.","Atari ST/STE,Arcade,Atari 8-bit,Atari Lynx,PC DOS,Apple II,Commodore C64/128,ZX Spectrum,Commodore VIC-20","Arcade,Shooter,Simulator",1980
1000629,Berzerk,1980-11-12,Maneuver your humanoid through the electrified mazes of robot filled rooms. You many kill off the first group of robots but initial success does not mean survival...future groups begin firing at your! Added danger lurks when Evil Otto enters. He can jump the maze walls and squash you if you linger too long!,3.267195767195767,"Atari,Stern Electronics",Arcade,"Shooter,Simulator",1980
1000631,Phoenix,1980-12-01,In this shoot 'em up the player has to fight off four assault waves consisting of different enemy types until he reaches a huge UFO. After destroying the protective plates guarding the UFO's pilot in his cockpit the player can kill the pilot. The game starts anew with harder enemies.,2.7214285714285715,"Amstar Electronics,Tehkan",Arcade,"Arcade,Shooter",1980
1000653,Fishing Derby,1980-12-31,"In Fishing Derby, two fishermen sit on opposite docks over a lake filled with fish (and a shark that passes through). Using the joystick the player is able to move his line left right and up and down in the water. When a fish is hooked, the line slowly comes up to the surface of the water. Pressing the fire button on the joystick reels in the fish faster. However, if both fishermen have fish hooked, only one person can reel theirs in (the one who hooked theirs first). The shark that roams the water will try to eat hooked fish before they surface. The objective for both fishermen is to reach 99 pounds of fish first. There are six rows of fish; the top two rows have 2 lb. fish, the middle two rows have 4 lb. fish, and the two bottom rows have 6 lb. fish. The more valuable fish sit at the bottom, but they are harder to bring in as they run a higher risk of being eaten by the shark. The game's two variants are simply single player and multi-player. In both games the objective is to reach 99 lb. of fish first.",2.6973684210526314,Activision,Atari 2600,"Arcade,Simulator,Sport",1980
1000681,Maze Craze,1980-12-31,"In Maze Craze, your goal is to be the first of two players to make it out of a maze! Each player controls a cop that starts on the left, and the first player to make it out the exit on the right wins. The game also includes of variety of options. The maze can be completely visible, completely invisible, or have just a few parts invisible. With invisible mazes you can optionally have the computer provide a sneak peak at the complete maze periodically. To make your task more challenging, one to five robbers may also be placed in the maze. If you are caught by one of the robbers, you will momentarily be stunned giving your opponent an advantage. You can also give your cop the ability to set up a blockade to confuse your opponent. This will look like a regular wall, however you can walk straight through it. The games speed can also be adjusted, from calculatingly slow to extremely fast.",2.0217391304347827,"Atari,Polyvox",Atari 2600,"Arcade,Puzzle",1980
1000731,Warlords,1980-12-31,"Warlords is an arcade game released by Atari, Inc. in 1980. The game resembles a combination of Breakout and Quadrapong (an early Atari arcade game) in the sense that not only can up to 4 players play the game at the same time, but also the ""forts"" in the four corners of the screen are brick walls that could be broken with a flaming ball. Warlords uses spinner controllers for player control, and came in both an upright 2 player version and a 4 player cocktail version. The upright version uses a black and white monitor, and reflects the game image onto a mirror, with a backdrop of castles, giving the game a 3D feel. The upright version only supports up to two simultaneous players, which move through the levels as a team. The cocktail version is in color, and supports 1-4 players. 3-4 player games are free-for-all's where the game ends as soon as one player wins. 1-2 player games play identical to the upright version.",3.1796875,"Atari Inc.,Atari",Arcade,"Arcade,Shooter",1980
1000744,Video Pinball,1980-12-31,"Video Pinball is a loose simulation of an arcade pinball machine: ball launcher, flippers, bumpers, and spinners.",1.7450980392156863,"Polyvox,Atari",Atari 2600,"Arcade,Pinball,Simulator",1980
1000756,Skiing,1980-12-31,"In Skiing, your goal is to ski to the bottom of the mountain in the shortest time possible. The mountain is treacherous with plenty of trees and moguls in the way! There are two different modes of gameplay. In slalom mode, there are a series of gates you need to ski through; missing any will result in a penalty to your time. In downhill mode you just need to ski to the bottom as fast as possible. Each mode includes five different skill levels which affect the length of the course (and the number of gates in slalom mode.)",2.3676470588235294,Activision,Atari 2600,"Arcade,Sport",1980
1000766,Manhole,1981-01-29,"Manhole is a Game & Watch game. In the game, you must save pedestrians from falling into manholes by covering them up. If one falls through, you will lose and will have to start over.",2.759259259259259,Nintendo,Game & Watch,Arcade,1981
1000767,Scramble,1981-02-01,"The player controls an aircraft, referred to in the game as a ""Jet,"" and has to guide it across a scrolling terrain, battling obstacles along the way. The ship is armed with a forward-firing weapon and bombs; each weapon has its own button. The player must avoid colliding with the terrain and other enemies, while simultaneously maintaining its limited fuel supply which diminishes over time. More fuel can be acquired by destroying fuel tanks in the game. The game is divided into six sections, each with a different style of terrain and different obstacles. There is no intermission between each section; the game simply scrolls into the new terrain. Points are awarded based upon the number of seconds of being alive, and on destroying enemies and fuel tanks. In the final section, the player must destroy a ""base"". Once this has been accomplished, a flag denoting a completed mission is posted at the bottom right of the screen. The game then continues by returning to the first section once more, with a slight increase in difficulty.",2.5260416666666665,"Artic,Konami","Xbox 360,Arcade,Vectrex","Arcade,Shooter",1981
1000779,New Rally-X,1981-02-01,"New Rally-X is a maze and driving arcade game that was released by Namco in 1981. It runs on similar hardware to that of its predecessor, and as its name suggests, it is a revised version of that title, which was released in the previous year. The only differences are that it has slightly enhanced graphics, easier gameplay, a new soundtrack, and a ""Lucky Flag"" (with the letter ""L"") that gives the player extra points for remaining fuel when collected, after which the round will continue if there are still flags remaining. The mazes are mostly identical, with some of the blocks from Rally-X changed into roads to reduce dead ends, and some different flag (and rock) locations. This title was manufactured in greater numbers and was much more popular in Japan than its predecessor.",3.099009900990099,"Namco,Midway","Xbox 360,Arcade,Wii,Mobile",Racing,1981
1000787,Helmet,1981-02-21,"Helmet is a Game & Watch game that was released in 1981. In the game, you have to run from one house to the house across from it without getting hit by falling tools that your enemies is throwing at you. Sometimes the door on the other house will close, making you run around until it opens.",2.8333333333333335,Nintendo,Game & Watch,Arcade,1981
1000789,Asteroids Deluxe,1981-03-01,"Like in the original Asteroids the objective is to score as many points as possible by destroying asteroids and flying saucers. The asteroids come in three different sizes. If the player fires at and hits a large asteroid, it breaks into medium size asteroids. If the player fires at and hits a medium asteroid, it breaks into small asteroids. If a player fires at and hits a small asteroid, it disappears. Different points are awarded for hitting each size of asteroid, and for hitting flying saucers. The player controls a ship that can rotate left and right, fire shots straight forward, and thrust forward. Asteroids Deluxe replaces the hyperspace feature with shields which deplete with use. Other differences include asteroids which rotate and a new enemy which is dubbed a ""killer satellite"" which would, when shot, break apart into three smaller ships that homed in on the player's position. The screen of the game is wrapped both vertically and horizontally so that if any object moves past the top edge of the screen it reappears on the bottom edge at the same lateral location, and if it moves past the left side of the screen, it reappears on the right side of the screen in the same vertical location. Asteroids Deluxe swaps vector graphics of the original for bitmaps. In 2007, AtariAge self-published a cart release of Asteroids Deluxe for the Atari 7800.",3.02027027027027,"Atari Corporation,Atari","Atari ST/STE,Arcade,BBC Microcomputer System","Arcade,Shooter",1981
1000790,Defender,1981-03-01,"Defender is an arcade video game developed released by Williams Electronics in 1980. A shooting game featuring two-dimensional (2D) graphics, the game is set on a fictional planet where the player must defeat waves of invading aliens while protecting astronauts. Development was led by Eugene Jarvis, a pinball programmer at Williams; Defender was Jarvis's first video game project, and drew inspiration from Space Invaders and Asteroids. Williams planned to display the game at the Amusement & Music Operators Association (AMOA) trade show, though development delays resulted in the team working on the game up until the show started. Defender was commercially successful, selling over 55,000 units to become the company's best selling arcade game. Praise among critics focused on the game's audio-visuals and gameplay. It is frequently listed as one of Jarvis's best contributions to the video game industry, as well as one of the most difficult video games. Defender was ported to numerous platforms, inspired the development of other games, and was followed by sequels and many imitations.",2.9305555555555554,Polyvox,"Mac,Arcade,Web browser","Shooter,Strategy",1981
1000807,Ultima,1981-06-01,"Ultima (later titled, Ultima: The First Age of Darkness) is the first game in the Ultima series of role-playing video games created by Richard Garriott. The game was one of the first definitive commercial computer RPGs, and is considered an important and influential turning point for the development of the genre throughout years to come.",2.8815789473684212,"California Pacific Computer,Origin Systems","FM Towns,Atari 8-bit,MSX2,PC DOS,Apple IIGS,Apple II,Commodore C64/128",RPG,1981
1000815,Centipede,1981-06-06,"Centipede is a vertically-oriented shoot 'em up arcade game produced by Atari, Inc. in 1980. The game was designed by Ed Logg along with Dona Bailey, one of the few female game programmers in the industry at this time. It was also the first arcade coin-operated game to have a significant female player base. The player defends against swarms of insects, completing a round after eliminating the centipede that winds down the playing field.",3.01673640167364,"Atarisoft,Atari Inc.","Arcade,Web browser","Arcade,Shooter",1981
1000818,Parachute,1981-06-19,"Parachute is a game for the Game & Watch where you have to save people from a helicopter and make them land in your boat. You will direct your boat under the person try and let them land safely. If they land in the water, a shark will come and eat them- if this happens three times you will lose and will have to start over.",2.858974358974359,Nintendo,Game & Watch,Arcade,1981
1000821,Vanguard,1981-07-01,"Vanguard is a shoot 'em up game which leads the player through five different zones to the City of Mystery where the creature Gond awaits him which he has to kill. The five zones run horizontally as well as vertically and are filled with different enemies for each zone. Being hit by an enemy, a projectile or the walls results in losing a life. There are, however, collectable items which grant the player a short time of invincibility. Shooting differs somewhat from other shoot 'em ups: The player's ship is able to fire in all four directions depending on the direction the player steers his ship. However, in doing so, the ship flies in that direrction as well which may result in crashing into an obstacle. The ship is constantly running out of fuel which can be replenished by killing enemies. After defeating Gond the game starts anew on a higher difficulty level.",2.67,"Polyvox,Tose","Arcade,Atari 2600,Atari 5200","Arcade,Shooter",1981
1000822,Donkey Kong,1981-07-09,"Donkey Kong is not only Nintendo's first real smash hit for the company, but marks the introduction for two of their most popular mascots: Mario (originally ""Jumpman"") and Donkey Kong. The game is a platform-action game that has Mario scale four different industrial themed levels (construction zone, cement factory, an elevator-themed level, and removing rivets from girders) in an attempt to save the damsel in distress, Pauline, from the big ape before the timer runs out. Donkey Kong is also notable for being one of the first complete narratives in video game form, told through simplistic cut scenes that advance the story.",2.970429199053734,"Ikegami Tsushinki,Nintendo",Arcade,"Arcade,Platform",1981
1000823,Octopus,1981-07-16,"Octopus is a Game & Watch game that was released on the G&W widescreen series. In the game, you, the diver, must get around an octopus whom is trying to capture you and get to the treasure. When Mr. Game & Watch returns to the salvage ship, he gets three extra points. The player's three chances are measured by extra divers on the savage ship. When one is attacked by the Octopus' tentacles, another takes his place.",2.789473684210526,Nintendo,Game & Watch,Arcade,1981
1000830,Frogger,1981-08-01,"The object of the game is to direct frogs to their homes one by one. To do this, each frog must avoid cars while crossing a busy road and navigate a river full of hazards. Skillful players may obtain some bonuses along the way.",2.908184679958027,"Gremlin Industries,Konami",Arcade,"Arcade,Platform",1981
1000836,Galaga,1981-09-01,"The objective of Galaga is to score as many points as possible by destroying insect-like enemies. The player controls a starfighter that can move left and right along the bottom of the playfield. Enemies swarm in groups in a formation near the top of the screen, and then begin flying down toward the player, firing bombs at the fighter. The game ends when the player's last fighter is lost, either by colliding with an enemy or one of its bullets, or by being captured. Galaga introduces a number of new features over its predecessor, Galaxian. Among these is the ability to fire more than one bullet at a time, a count of the player's ""hit/miss ratio"" at the end of the game, and a bonus ""Challenging Stage"" that occurs every few levels, in which a series of enemies fly onto and out of the screen in set patterns without firing at the player's ship or trying to crash into it. These stages award a large point bonus if the player manages to destroy every enemy. Another gameplay feature new to Galaga is the ability for enemies to capture the player's fighter. While the player is in control of just one fighter, a ""boss Galaga"" (which takes two shots to kill) periodically attempts to capture the fighter using a tractor beam. If successful, the fighter joins the enemy formation. If the player has more lives remaining, play resumes with a new fighter. The captured fighter flies down with the enemy that captured it, firing upon the player just like normal enemies, and can be shot and destroyed. The player can free the fighter by destroying the boss Galaga while in flight, causing the captured fighter to link up with the player's current fighter, doubling his or her firepower but also making a target twice as large. Galaga has an exploitable bug that can cause the attackers to stop firing bullets at the player, due to a coding error. In addition, similar to the famous ""Split-Screen bug"" in Pac-Man, a bug exists in Galaga in which the game ""rolls over"" from Level 255 to Level 0. Depending on the difficulty setting of the machine, this can cause the game to stall, requiring that the machine be reset or power-cycled in order to start a new game.",3.54463243873979,"Midway,Namco Limited","Xbox 360,Arcade,PC-98,FM-7,Sharp X1,MSX","Arcade,Shooter",1981
1000837,Wizardry: Proving Grounds of the Mad Overlord,1981-09-01,"The Mad Overlord Trebor was once only power-mad, but went off the deep end after he acquired a magical amulet of immense power, only to have it stolen from him by his nemesis, the evil archmage Werdna. Werdna, not quite sure how to use the amulet properly, accidentally causes an earthquake which creates a ten-level dungeon beneath Trebor's castle. To avoid looking silly, Werdna declares the dungeon to be the new lair for him and his monster hordes. Trebor, not to be outdone, declares the labyrinth his new Proving Grounds where adventurers must prove themselves for membership in his elite honor guard, and incidentally retrieve his amulet in the process. The first Wizardry was one of the original dungeon-crawling role-playing games, and stands along with Ultima and Might & Magic as one of the defining staples of the genre. The player generates and control a party of up to six different adventurers, choosing from four races (humans, elves, dwarves, gnomes and hobbits), three alignments (good, neutral and evil), and four basic classes (fighter, priest, mage and thief). These can later evolve into elite classes (bishop: priest with mage spells; samurai: fighter with mage spells; lord: fighter with priest spells, and ninja: fighter with thief abilities) if they meet the necessary level requirements. After outfitting the party with basic weapons and armor, the player sends it into a 3D vector maze-like dungeon to fight monsters in turn-based combat and find treasure.",3.118181818181818,"Bandai,Sir-tech Software","Mac,Super Famicom,PC-8801,Game Boy Color,NES,PC-98,PC DOS,Apple II,FM-7,Sharp X1,Family Computer (FAMICOM),Commodore C64/128,MSX,WonderSwan Color",RPG,1981
1000840,Castle Wolfenstein,1981-09-01,"Castle Wolfenstein is a slow-paced stealth game set in World War II. The game's main objective is to traverse the levels of the castle to find the secret war plans and escape alive. Progressively higher military ranks are earned upon each successful escape with the war plans, and the game becomes correspondingly more difficult as each higher rank is achieved. There are 8 ranks, beginning with Private, culminating at the rank of Field Marshall.",2.3680555555555554,"Muse Software,Main Street Publishing","Atari 8-bit,PC DOS,Apple II,Commodore C64/128",Shooter,1981
1000841,Chef,1981-09-08,Game and Watch game from the Wide Screen series that was re-released as a Nintendo DSi Virtual console game.,3.0,Nintendo,Game & Watch,Arcade,1981
1000844,Tempest,1981-10-01,"Tempest is a 1981 arcade game by Atari Inc., designed and programmed by Dave Theurer. It takes place on a three-dimensional surface, sometimes wrapped into a tube, which is viewed from one end and is divided into a dozen or more segments or lanes. The player controls a claw-shaped spaceship (named Blaster) that crawls along the near edge of the playfield, moving from segment to segment. Tempest was one of the first games to use Atari's Color-QuadraScan vector display technology. It was also the first game to allow the player to choose their starting level (a system Atari dubbed ""SkillStep""). This feature increases the maximum starting level depending on the player's performance in the previous game, essentially allowing the player to continue. An official port was released for the Atari ST. An official port that bears the Atari logo was released by Superior Software for the BBC Micro and Acorn Electron in 1985, and another by Electric Dreams for the ZX Spectrum and Amstrad CPC in 1987. Versions for the Atari 2600 and 5200 were in the works in Atari, Inc. during 1984, and unfinished prototypes exist for both of them.",3.270618556701031,"Atari Corporation,Atari","Atari ST/STE,Arcade,BBC Microcomputer System,Acorn Electron,ZX Spectrum,Amstrad CPC","Arcade,Shooter",1981
1000845,Qix,1981-10-01,"Draw boxes to claim as much screen as possible without getting in the path of the ""Qix"" and ""Sparx"". Draw slower for more points and hope that you have enough coins. Simple but very addicting!",3.1335403726708075,"Atari,Taito",Arcade,"Arcade,Puzzle",1981
1000846,Fantasy,1981-10-01,"Fantasy is a simple 2D arcade game. The main hero must rescue his girlfriend as she was kidnapped by pirates. After the rescue, other hijackers appear all the time - the hero is busy non-stop. Each level is different - ballooning, pirate ship, jungles, a village full of savages ...There are no buttons to interact with - only the joystick. Most of the time, the hero must avoid the enemies - but sometimes (for example in the village), he can automatically use a sword.",2.7432432432432434,"SNK,Rock-Ola Manufacturing Corporation",Arcade,Arcade,1981
1000849,Egg,1981-10-09,"Egg is a Game & Watch video game released in 1981. The game was similar to the previously released Mickey Mouse game, though due to copyright issues which prevented them from using the brand in some countries, they replaced Mickey Mouse with a wolf, though the gameplay remains essentially the same. The countries where Mickey Mouse was replaced by Egg include some Asian countries and Australia. In the Soviet Union there were the wolf and the hare from Soviet animated TV series Nu, Pogodi!. Egg was never released in Japan. Within the box were LR43 batteries, a caution leaflet, and battery stickers. The game sold an estimated 250,000 units worldwide. The game's model number is EG-26. Interestingly, Egg was included in the Game Boy Color video game Game & Watch Gallery 3 in 1999.",2.3529411764705883,Nintendo,Game & Watch,Arcade,1981
